"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Zona del Euro","EMU","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","337073.762227623","377361.567051385","446376.328358178","525419.903377103","609519.71554912","682884.827746681","758163.67603321","836705.287487815","920946.276912297","1004805.56487641","1151933.17709329","1239076.14337399","1352065.00443002","1467004.20308491","1417001.31177671","1320802.08618975","1454177.98825912","1388797.23400652","1466298.31682258","1515584.8642942","1453330.92474433","1322449.15413517","1246835.66347243","1194960.86637229","1142819.40112861","1129292.52882763","1156226.01132564","1182563.41209103","1185501.99045715","1235630.37265642","1207358.32065356","1243672.24725979","1246864.341","1249343.233","1237451.152","1256442.545","1291638.411","1280930.771","1312089.27","1287212.342","1259064.45","1306544.766","1292448.818","1290945.348","1285980.23","1273010.051","1259035.114","1207011.385","1202684.325","1139575.255","1114445.304","1070701.661","1019741.362","1007735.604","994472.065","","","","","","",
"Eritrea","ERI","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","689.396","770.07","843.41","744.401","568.385","597.721","586.72","608.722","583.053","693.063","748.068","744.401","528.048","542.716","385.035","480.377","480.377","498.712","531.715","539.049","568.385","594.054","612.389","","","","",
"España","ESP","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","14246.295","16765.524","21873.655","20447.192","27597.842","31778.222","39746.613","47626.996","56930.175","55797.072","72030.881","84146.649","97424.856","106904.051","123211.2","125910.112","141912.9","134241.536","146060.277","144131.435","147754.431","131733.308","124017.94","115140.133","111905.839","108708.215","99801.072","103394.732","117663.029","127252.234","119514.864","123900.596","129940.145","124421.31","134410.218","138278.903","139206.654","142708.639","151271.084","158957.116","160867.623","167075.854","168025.607","173592.113","179297.965","181901.535","181505.499","182616.6","174552.867","161872.381","155506.469","145832.923","133093.765","128627.359","129038.063","136577.415","140244.415","","","","",
"Estonia","EST","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3718.338","3905.355","3578.992","2519.229","2647.574","2544.898","2834.591","2706.246","1767.494","2251.538","2093.857","2130.527","2024.184","1965.512","1910.507","1888.505","1763.827","1331.121","1386.126","1283.45","1235.779","1026.76","817.741","491.378","1004.758","","","","",
"Etiopía","ETH","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","311.695","300.694","352.032","381.368","381.368","575.719","748.068","997.424","1624.481","1554.808","1562.142","1745.492","1312.786","1690.487","1679.486","1136.77","1103.767","1012.092","1327.454","1800.497","1767.494","1800.497","1408.128","1760.16","1543.807","1690.487","2079.189","2405.552","2471.558","2640.24","2849.259","2841.925","2816.256","2852.926","2009.516","2258.872","2515.562","2676.91","2845.592","2838.258","3109.616","3905.355","4074.037","4422.402","4638.755","4338.061","4642.422","5214.474","5676.516","5720.52","5577.507","5647.18","6153.226","7396.339","8654.12","8885.141","9556.202","","","","",
"Unión Europea","EUU","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","443369.345771701","489813.123323568","573286.262248884","666194.085202301","766737.820524326","853256.203864727","954428.24252697","1036269.81955269","1150119.39819254","1267870.53789665","1442250.04961904","1528991.37930597","1653957.87349773","1780961.28658278","1722828.02672542","1638022.27668335","1799025.00761403","1752814.31033353","1839915.39435236","1887387.76527571","1790471.9750472","1635179.71076511","1551260.67914674","1490335.52299535","1425787.48871287","1419529.7901228","1449799.82362649","1479097.00034533","1458408.59277995","1503160.00488317","1443886.67848106","1451147.63563051","1443514.55","1464218.432","1441237.343","1470756.693","1508710.143","1493459.09","1524991.623","1491973.955","1454141.516","1511196.369","1501306.47","1498427.875","1492395.66","1479788.514","1469509.913","1417493.518","1413833.852","1338322.988","1319547.948","1273226.404","1213208.615","1188324.353","1175907.891","1195590.16985132","1221340.68429983","","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","42565.8143217839","41231.8305532265","37222.0339458482","45087.249277296","44484.2349744437","50940.1305705456","60838.6093463158","56823.6651490009","61583.5203766353","73489.471251063","73986.0786046094","74743.6152456122","81426.7718340149","84637.885484488","110095.325159077","110865.487410764","123217.543196004","129467.220484277","133389.576869914","159890.73369433","182153.893866024","204934.704075737","209311.582445975","224268.722568887","228889.696079004","240606.262793181","240555.760350448","235539.184372251","268496.236792768","274787.999449986","246893.816913504","264444.37798002","302189.8181725","300052.148187029","291192.362654915","289334.747235697","273712.201560075","289048.674461137","317247.276524864","331235.120631575","331019.637242946","362647.397370549","380447.068317494","411519.053759703","378460.273503154","390544.442336541","371400.653050706","330769.770688664","392234.146337522","399866.714859985","446534.842163031","453309.486316691","467006.692618631","477287.027231234","490528.304703922","448890.737112276","468422.635406019","","","","",
"Finlandia","FIN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","7209.322","8027.063","9611.207","11719.732","14048.277","17212.898","21939.661","21261.266","24704.579","27586.841","30817.468","31880.898","34352.456","38547.504","34964.845","34645.816","36607.661","35874.261","33795.072","35104.191","35547.898","31671.879","28793.284","26505.076","24920.932","27949.874","33347.698","33600.721","28474.255","28507.258","25665.333","26519.744","22530.048","23193.775","24466.224","22324.696","25779.01","26527.078","27509.834","26472.073","23868.503","23677.819","26347.395","27128.466","28356.911","26589.417","27590.508","26365.73","26116.374","24660.575","25441.646","25078.613","23476.134","19882.474","23633.815","20938.57","22856.411","","","","",
"Fiji","FJI","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","176.016","161.348","212.686","223.687","399.703","319.029","293.36","315.362","366.7","407.037","491.378","502.379","535.382","586.72","612.389","539.049","425.372","678.395","605.055","729.733","700.397","986.423","733.4","612.389","476.71","487.711","517.047","432.706","520.714","557.384","707.731","583.053","652.726","656.393","649.059","667.394","722.399","689.396","671.061","689.396","748.068","971.755","792.072","946.086","1294.451","1026.76","1147.771","1085.432","825.075","737.067","1136.77","1004.758","986.423","1246.78","1551.141","2053.52","1936.176","","","","",
"Francia","FRA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","77469.042","83728.611","94502.257","117707.033","134083.855","152341.848","160412.915","185729.883","202286.388","227328.331","259568.595","287232.443","316462.1","349479.768","329839.316","290052.366","327679.453","304614.023","328786.887","337525.348","313675.18","278383.972","261156.406","256205.956","242363.031","237683.939","239983.148","240965.904","233628.237","244812.587","227948.054","232909.505","220474.708","227302.662","208652.3","214083.127","228685.121","215498.589","226917.627","223356.97","214680.848","234497.316","229081.157","227533.683","230269.265","227973.723","224772.432","219095.916","216129.313","212667.665","201538.32","198696.395","194105.311","189268.538","185605.205","","","","","","",
"Islas Feroe","FRO","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","51.338","102.676","113.677","113.677","113.677","128.345","132.012","161.348","179.683","209.019","253.023","256.69","234.688","253.023","300.694","348.365","330.03","407.037","399.703","480.377","421.705","440.04","458.375","487.711","498.712","517.047","491.378","498.712","528.048","579.386","704.064","656.393","649.059","583.053","575.719","572.052","601.388","590.387","623.39","630.724","689.396","762.736","726.066","733.4","748.068","722.399","678.395","689.396","630.724","575.719","630.724","568.385","590.387","678.395","597.721","608.722","630.724","","","","",
"Micronesia (Estados Federados de)","FSM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.009","99.009","102.676","106.343","106.343","110.01","117.344","110.01","124.678","168.682","143.013","143.013","143.013","121.011","121.011","132.012","110.01","146.68","102.676","117.344","124.678","135.679","135.679","143.013","143.013","","","","",
"Gabón","GAB","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","121.011","150.347","69.673","55.005","172.349","194.351","359.366","979.089","1914.174","1386.126","1983.847","2273.54","2093.857","2313.877","2218.535","2266.206","2511.895","3234.294","4429.736","3384.641","3424.978","3252.629","3237.961","2665.909","2390.884","2159.863","2053.52","1488.802","1686.82","2229.536","847.077","876.413","1037.761","1081.765","707.731","861.745","1015.759","1023.093","1221.111","1059.763","1041.428","1257.781","1184.441","1158.772","1213.777","1400.794","1444.798","1576.81","1602.479","1551.141","1954.511","2189.199","2310.21","2577.901","2493.56","2442.222","2460.557","","","","",
"Reino Unido","GBR","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","128997.726","138377.912","148370.487","156859.592","172789.04","189858.925","204875.29","212194.622","220933.083","238182.651","265281.781","269634.51","289450.978","292003.21","271512.014","241446.281","235843.105","240287.509","247606.841","253283.357","214453.494","195190.743","196210.169","187222.352","238769.371","205645.36","201219.291","193599.265","206312.754","222440.22","204358.243","207486.194","209741.399","205887.382","210639.814","202667.756","201424.643","193166.559","193470.92","196664.877","193925.628","190390.64","187512.045","189055.852","187695.395","193800.95","190379.639","184519.773","183078.642","173878.139","175319.27","165037.002","164545.624","157827.68","161381.003","166162.771","167816.588","","","","",
"Georgia","GEO","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5049.459","2262.539","1118.435","407.037","2409.219","2610.904","3036.276","2537.564","2123.193","1675.819","1602.479","1716.156","1551.141","1866.503","2097.524","2522.896","2207.534","2808.922","2764.918","2709.913","2720.914","2658.575","2834.591","3219.626","3883.353","","","","",
"Ghana","GHA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1298.118","1191.775","1345.789","1609.813","1532.806","1631.815","1298.118","1419.129","1587.811","1441.131","2321.211","2016.85","2203.867","2229.536","2669.576","2398.218","2079.189","2691.578","2713.58","2519.229","2405.552","2841.925","2893.263","3505.652","2460.557","3142.619","2933.6","3142.619","3204.958","3054.611","3509.319","3894.354","3237.961","3813.68","4536.079","4620.42","4855.108","5511.501","5588.508","5617.844","5317.15","5973.543","6475.922","6684.941","6402.582","6094.554","8459.769","8929.145","8239.749","6802.285","8096.736","8690.79","11763.736","11837.076","11741.734","12200.109","13256.205","","","","",
"Gibraltar","GIB","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","47.671","47.671","51.338","47.671","55.005","47.671","55.005","62.339","66.006","66.006","69.673","80.674","73.34","84.341","77.007","88.008","77.007","77.007","69.673","91.675","88.008","51.338","22.002","36.67","33.003","44.004","40.337","47.671","69.673","69.673","143.013","198.018","234.688","238.355","282.359","275.025","282.359","293.36","308.028","319.029","333.697","344.698","348.365","355.699","385.035","399.703","418.038","414.371","425.372","462.042","465.709","451.041","462.042","491.378","528.048","579.386","634.391","","","","",
"Guinea","GIN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","410.704","616.056","660.06","696.73","700.397","696.73","718.732","726.066","748.068","748.068","792.072","814.074","832.409","803.073","839.743","843.41","887.414","902.082","902.082","946.086","964.421","990.09","982.756","953.42","979.089","993.757","997.424","993.757","1026.76","1045.095","1004.758","1026.76","1059.763","1089.099","1125.769","1166.106","1235.779","1290.784","1364.124","1433.797","1492.469","1562.142","1624.481","1701.488","1763.827","1826.166","1892.172","1969.179","1998.515","2112.192","2486.226","2596.236","2423.887","2112.192","2167.197","2453.223","2746.583","","","","",
"Gambia","GMB","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","18.335","22.002","25.669","29.336","29.336","29.336","33.003","33.003","36.67","47.671","47.671","55.005","66.006","62.339","62.339","99.009","99.009","113.677","139.346","146.68","157.681","157.681","161.348","161.348","172.349","172.349","161.348","179.683","183.35","179.683","198.018","198.018","198.018","209.019","209.019","216.353","220.02","223.687","242.022","275.025","275.025","300.694","297.027","297.027","319.029","322.696","348.365","348.365","363.033","374.034","425.372","443.707","447.374","425.372","506.046","517.047","524.381","","","","",
"Guinea-Bissau","GNB","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","18.335","29.336","40.337","47.671","58.672","66.006","66.006","47.671","62.339","58.672","69.673","73.34","66.006","110.01","102.676","113.677","95.342","102.676","102.676","110.01","146.68","143.013","143.013","143.013","161.348","172.349","183.35","194.351","216.353","231.021","172.349","176.016","179.683","183.35","183.35","183.35","183.35","201.685","172.349","194.351","146.68","150.347","154.014","194.351","201.685","212.686","216.353","231.021","227.354","234.688","238.355","245.689","253.023","256.69","271.358","278.692","293.36","","","","",
"Guinea Ecuatorial","GNQ","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","22.002","22.002","22.002","25.669","25.669","29.336","25.669","25.669","29.336","44.004","36.67","66.006","88.008","29.336","51.338","62.339","62.339","62.339","69.673","62.339","58.672","69.673","73.34","62.339","80.674","66.006","80.674","99.009","106.343","117.344","62.339","66.006","66.006","69.673","77.007","84.341","128.345","304.361","183.35","410.704","366.7","249.356","781.071","1826.166","649.059","1177.107","2416.553","3468.982","663.727","1235.779","1250.447","1778.495","759.069","1290.784","1331.121","935.085","729.733","","","","",
"Grecia","GRC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","5463.83","5621.511","5907.537","6739.946","6952.632","9042.822","10549.959","11496.045","13626.572","15060.369","16043.125","18357.002","21470.285","25518.653","23721.823","23553.141","25137.285","27920.538","30520.441","31704.882","32265.933","29981.392","29952.056","29123.314","29512.016","29853.047","27905.87","30117.071","32097.251","36182.289","35434.221","37286.056","37795.769","37044.034","38155.135","38448.495","41554.444","42196.169","43479.619","43200.927","44411.037","45918.174","47021.941","48664.757","48661.09","50421.25","49885.868","47340.97","48756.432","46823.923","40813.71","36838.682","37040.367","31510.531","32650.968","34161.772","34708.155","","","","",
"Granada","GRD","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","22.002","18.335","25.669","14.668","22.002","22.002","29.336","36.67","40.337","47.671","44.004","47.671","47.671","55.005","36.67","47.671","47.671","47.671","51.338","47.671","47.671","58.672","62.339","62.339","62.339","62.339","66.006","73.34","95.342","102.676","106.343","110.01","117.344","121.011","143.013","150.347","154.014","168.682","176.016","194.351","190.684","194.351","205.352","216.353","205.352","216.353","231.021","238.355","253.023","253.023","260.357","253.023","271.358","304.361","234.688","260.357","267.691","","","","",
"Groenlandia","GRL","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","102.676","176.016","157.681","187.017","223.687","267.691","282.359","293.36","440.04","330.03","304.361","399.703","535.382","517.047","539.049","506.046","209.019","722.399","385.035","564.718","557.384","520.714","513.38","359.366","564.718","509.713","326.363","234.688","546.383","473.043","348.365","348.365","326.363","322.696","297.027","322.696","363.033","385.035","359.366","374.034","454.708","407.037","377.701","429.039","583.053","608.722","627.057","638.058","660.06","575.719","663.727","707.731","568.385","553.717","506.046","509.713","509.713","","","","",
"Guatemala","GTM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1290.784","1345.789","1323.787","1444.798","1679.486","1859.169","1642.816","1873.837","2053.52","2170.864","2189.199","2328.545","2577.901","2783.253","2915.265","3329.636","3087.614","3567.991","3872.352","4407.734","4228.051","3681.668","3311.301","2896.93","3179.289","3259.963","3351.638","3296.633","3703.67","3788.011","4235.385","4316.059","5302.482","5082.462","6219.232","6571.264","6087.22","6937.964","8005.061","8089.402","8368.094","8863.139","8855.805","8643.119","9149.165","9570.87","9519.532","9966.906","8723.793","10087.917","8720.126","8841.137","8932.812","9156.499","9739.552","10549.959","10872.655","","","","",
"Guam","GUM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","660.06","737.067","678.395","616.056","649.059","1078.098","1180.774","1323.787","1331.121","1367.791","1580.477","1499.803","1562.142","1804.164","1554.808","1826.166","1752.826","1899.506","2057.187","1521.805","1789.496","1800.497","1404.461","1246.78","1404.461","1419.129","1045.095","1309.119","1404.461","1184.441","1140.437","1122.102","1048.762","1048.762","1386.126","1463.133","1518.138","1591.478","1657.484","1679.486","1609.813","1595.145","1580.477","1565.809","1628.148","1437.464","1290.784","1562.142","1558.475","1565.809","1719.823","1782.162","1994.848","1936.176","2009.516","1965.512","2185.532","","","","",
"Ingreso alto","HIC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","2188719.59733315","2298208.64200172","2458404.49625753","2615507.97362837","2787788.23207136","3007839.08403951","3210430.77568904","3432201.21131744","3719128.30763215","4031374.37821145","4667656.24028903","4884551.19741897","5277881.02374669","5607386.76698099","5413863.78451889","5214998.52242548","5481290.614817","5661005.06120444","5794841.33471627","5841816.68974171","5459163.44317006","5067206.09196793","4843596.38008109","4771222.25572561","4829692.08992791","4751524.84382137","4896568.33427446","4954431.72597939","5159373.38230618","5270499.98019335","5032531.1462803","5074523.32758258","5224965.72926078","5331379.26734449","5418894.60784492","5408453.18829336","5554397.84524246","5560142.27986375","5569124.62037202","5645040.83376766","5759980.9798625","5765718.06395964","5718696.76098793","5813882.3734363","5892033.14617278","5896197.21810236","5835254.02239523","5739954.47682257","5613187.33737436","5448201.1476211","5470399.73054662","5292947.05183916","5303693.51814284","5240940.64208097","5244633.28324371","5297172.26740532","5183005.45833535","","","","",
"Hong Kong, Región Administrativa Especial","HKG","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","2460.557","2830.924","3168.288","3780.677","3784.344","4352.729","4759.766","5720.52","5848.865","7469.679","8126.072","8822.802","9028.154","9053.823","10359.275","10703.973","12082.765","13685.244","15108.04","15218.05","15903.779","17817.953","16079.795","13468.891","12365.124","10879.989","11602.388","10898.324","9581.871","9134.497","8309.422","8254.417","11551.05","10102.585","13171.864","11976.422","11221.02","13234.203","19398.43","25232.627","20736.885","17469.588","14781.677","14763.342","13780.586","13663.242","11837.076","11741.734","11719.732","8870.473","9446.192","9244.507","9607.54","9435.191","9273.843","10219.929","11063.339","","","","",
"Honduras","HND","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","597.721","715.065","671.061","682.062","685.729","704.064","755.402","821.408","1158.772","1111.101","1312.786","1250.447","1441.131","1393.46","1452.132","1521.805","1650.15","1877.504","1914.174","1818.832","1833.5","1668.485","1624.481","1760.16","1719.823","1734.491","1668.485","1950.844","2225.869","2405.552","2266.206","2354.214","2753.917","2489.893","3028.942","3520.32","3487.317","3637.664","4198.715","4103.373","4030.033","4726.763","5108.131","5687.517","6211.898","6380.58","6461.254","7565.021","7334","6538.261","6747.28","7315.665","7594.357","7880.383","8093.069","8874.14","8533.109","","","","",
"Países pobres muy endeudados (PPME)","HPC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","13846.6192411434","14526.5871503067","14650.2176792455","15817.1514218352","17249.8225513514","20482.7707675676","22158.7013945946","23555.9295891892","27063.8642054054","31236.968627027","34414.1763567568","36628.9316864865","37602.5321837838","40475.0252540541","41340.8608108108","42381.3498918919","40894.9369189189","44012.6881297297","46457.8374702703","48185.7925513514","51597.1103243243","50519.4609189189","51589.6782594595","52113.6388324324","50326.2272324324","53982.8031459459","47000.3782054054","53737.5450054054","57747.144","61641.5459891892","49731.6620432432","49229.9976648649","50032.6606702703","50898.496227027","52247.416","57414.219","60476.164","63072.4","61906.294","60780.525","60806.194","66427.705","69001.939","74451.101","80428.311","81334.06","86093.826","94414.249","97322.18","100065.096","109379.276","115297.814","122719.822","127197.229","137376.821","145341.545","146613.994","","","","",
"Croacia","HRV","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9057.49","9446.192","9812.892","11037.67","10520.623","11771.07","13175.531","12838.167","11246.689","11639.058","12145.104","13303.876","12291.784","12797.83","13054.52","13234.203","12357.79","12233.112","10322.605","10010.91","8991.484","8595.448","8591.781","9024.487","8896.142","","","","",
"Haití","HTI","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","260.357","275.025","275.025","223.687","271.358","282.359","286.026","242.022","242.022","289.693","355.699","366.7","352.032","366.7","403.37","407.037","553.717","586.72","630.724","638.058","630.724","649.059","619.723","638.058","645.392","649.059","671.061","740.734","817.741","894.748","876.413","803.073","733.4","641.725","183.35","876.413","1019.426","1349.456","1232.112","1312.786","1342.122","1466.8","1683.153","1591.478","1837.167","1925.175","1969.179","2247.871","2247.871","2119.526","1976.513","2068.188","2163.53","2255.205","2709.913","2834.591","2878.595","","","","",
"Hungría","HUN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","7051.641","8195.745","8844.804","9629.542","10982.665","11470.376","12761.16","14044.61","15665.424","17165.227","15903.779","18393.672","19655.12","22009.334","23762.16","25085.947","26541.746","29625.693","31932.236","29141.649","29541.352","27880.201","26930.448","31389.52","32757.311","29534.018","26813.104","27396.157","24385.55","23938.176","23179.107","21382.277","20942.237","22365.033","19416.765","19706.458","18584.356","19171.076","18533.018","18353.335","16908.537","16648.18","15353.729","15320.726","15449.071","16604.176","17095.554","17271.57","16677.516","16057.793","15834.106","15291.39","14451.647","14312.301","15746.098","17095.554","17282.571","","","","",
"Sólo BIRF","IBD","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","795687.291698226","849538.339959106","922280.45113931","988111.197836835","1072955.71819233","1146719.31552272","1246786.21112596","1319068.85953889","1453469.0875452","1578337.76376887","1777270.34085342","1944473.58738142","2101384.23893309","2294680.98263731","2444754.58668672","2582519.85973325","2740393.12808127","2895053.5600278","3094043.72957025","3179708.39695121","3228801.85356494","3232631.75201537","3288747.37474605","3305313.43388662","3258893.91281829","3338091.76992635","3411847.13976276","3324335.39998196","3407066.96575696","3483002.62149962","3367418.67223902","3457798.00789696","3000784.77115173","2980368.91492712","2845256.07888123","2928020.37682045","2986366.64798211","3091803.77597203","3159803.85687595","3228507.17106012","3330748.45356709","3376171.43251082","3350472.12206036","3500732.08750355","3681065.40076326","3698263.32040711","3793870.866","3821670.393","4062867.318","4120285.204","4257915.048","4395456.884","4574868.526","4686125.306","4820139.488","4886640.533","4988784.818","","","","",
"BIRF y la AIF","IBT","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","839326.824947801","895634.862700218","970722.581539097","1042396.37863729","1131561.97702258","1211244.0912804","1317204.83266173","1394992.21084514","1535937.45817555","1665778.47883893","1872833.09050851","2044564.32455635","2190763.85429968","2390251.06310834","2546659.00793638","2689213.55970971","2849006.42179189","3007119.20909061","3212476.35977167","3315860.81419813","3378531.31877398","3393268.09267306","3452665.13458731","3475723.85139411","3444875.69695494","3524846.4310577","3598356.92674252","3508392.43084433","3606856.37140869","3686269.83254888","3560243.58405058","3661388.43819077","3213668.15255487","3196922.69691094","3053031.17818882","3142612.30419676","3216542.33934011","3329592.7329581","3400766.8792204","3476207.49516753","3585278.79788774","3642684.55277504","3605575.84580984","3765237.05820617","3950109.09914228","3976546.75888237","4081262.91261051","4130280.46747151","4383193.43286329","4432750.29043804","4610075.56499534","4763413.07507319","4927328.2426907","5057215.24056459","5209972.12157489","5267636.50534196","5391647.39210365","","","","",
"total de la AIF","IDA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","43003.19125378","45371.9537559555","47510.1826364807","53498.4827602979","57721.8102160427","63676.7183757848","69510.0977975731","75035.3150624067","81428.5947411969","86202.9380179581","94019.8400556371","98173.3269657254","86342.7054499407","92149.5182115402","98264.4652826116","102799.681527657","104244.87483828","107313.198173445","113284.927889409","131603.729583513","145699.789261895","157152.837750581","160399.097799666","167165.032848495","183704.467403395","184229.597705453","183704.467403395","181443.369160649","197683.34924578","201064.146810269","190505.121811038","201484.894746035","212858.657955907","216594.722843667","207827.47367149","214653.258321616","230346.983356429","237961.360020629","241119.447850579","247874.55680133","254700.341451456","266767.287176256","255265.747046453","264655.874573675","269120.460147782","278432.522481786","287562.432698278","309026.643443403","320669.509403522","312714.71624556","352651.402118569","368498.119311443","352780.838548382","371463.235810996","390252.473838867","381358.901172341","403294.4155288","","","","",
"mezcla de la AIF","IDB","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","15560.8404868699","16841.4455412917","17883.7984925653","20410.2635030331","21929.1206606032","24115.5475621251","25662.722530575","28923.8338413195","28242.8915647862","27432.2459974846","30480.2733305385","31647.6029474527","30948.1316293811","33500.5071012849","37053.450816258","39082.3808647041","39388.1100500864","37836.302821252","40976.9753619975","47716.9142215618","61961.1149041463","69808.1639956254","76529.5738136514","79239.4461386309","91524.2006785379","92121.7622681488","91047.0778589261","81171.0987190009","92367.2720685315","101256.579746541","93539.2339458303","93567.0275081378","106704.117958808","111664.453220054","104086.265226558","103113.290508401","114855.075975068","118354.113357724","117755.642115989","120197.257918157","127540.463338211","131847.253317073","128708.033","117087.31","115906.536","122895.838","122081.764","122921.507","128139.648","124391.974","158161.377","168902.02","156896.262","168252.961","178003.514","173185.076","185843.56","","","","",
"Indonesia","IDN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","14719.338","19339.758","16244.81","15647.089","15720.429","17682.274","16252.144","17638.27","20593.872","27557.505","29236.991","31602.206","34590.811","38745.522","39390.914","40788.041","45848.501","56405.794","62680.031","63464.769","66189.35","70395.399","75147.831","77788.071","74253.083","78591.144","78334.454","75081.825","87314.937","84817.71","82540.503","103545.079","117200.987","117516.349","113563.323","113955.692","124733.005","143984.755","113266.296","106141.315","155103.099","149980.3","156969.602","162580.112","174035.82","174897.565","152624.207","166360.789","158432.735","181410.157","195836.135","211501.559","218956.57","229598.204","220775.402","219587.294","211802.253","","","","",
"Sólo AIF","IDX","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","26594.026527972","27704.1899243086","28801.5501853765","32204.352416229","34823.8055342543","38483.0495483616","42589.5344975264","44902.9898797787","51489.6291051718","56673.5581251571","61320.7980230734","64187.0157918373","53718.8692553891","56918.2600608977","59528.1824206646","61995.8192935284","63081.2542936183","67317.2965037073","70154.8756425193","81399.4944074963","82102.7912427606","85944.4993891465","83086.5937522055","87046.1955877397","91757.8778540479","91725.3554570413","92176.6037155058","98725.8014126778","104112.32341687","99477.8818434518","96359.7970304593","106599.644413148","105753.743977187","104430.356999032","103352.741888249","111238.824221122","115072.962345818","119181.235713515","122981.576342499","127303.900516374","126684.279761648","134461.459052781","126060.903729621","147447.207960911","153166.495290895","155415.906394414","165472.539007477","186295.551643563","192713.320551601","188510.304307294","194429.521161543","199477.607988186","195844.17676193","203142.579724513","212167.605880373","208100.613348031","217351.172726138","","","","",
